probe,kernel_requested,kernel_used,avx2_supported,fma_supported,target_kib,actual_weight_bytes_per_block,allocated_weight_bytes_per_worker,m,K,depth,variant,iterations,repetitions,warmup,worker_count,logical_cpu_indices,all_affinity_succeeded,affinity_error,batch_elapsed_seconds,batch_mac_count,batch_mac_per_second,checksum_sum,batch_repeat,variant_order
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,16773120,3276,512,16,B,1,8,2,4,"0,2,4,6",true,0,0.038903100000000003,858783744,22074943744.842953,335786.96875,4,1
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,1048320,3276,512,16,A,1,8,2,4,"0,2,4,6",true,0,0.039054999999999999,858783744,21989085750.864166,325545.625,4,2
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,5242880,4096,512,4,B,1,8,2,4,"0,2,4,6",true,0,0.012507600000000001,268435456,21461787713.070454,100987.1796875,4,1
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,1310720,4096,512,4,A,1,8,2,4,"0,2,4,6",true,0,0.013046,268435456,20576073585.773418,116599.0546875,4,2
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,10485760,4096,512,8,B,1,8,2,4,"0,2,4,6",true,0,0.024121699999999999,536870912,22256761007.723335,213908.90625,4,1
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,1310720,4096,512,8,A,1,8,2,4,"0,2,4,6",true,0,0.024143600000000001,536870912,22236572507.828159,233197.46875,4,2
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,20971520,4096,512,16,B,1,8,2,4,"0,2,4,6",true,0,0.048026100000000002,1073741824,22357464462.032101,412365.0625,4,1
q4_gemv_batch,avx2,avx2,true,true,1280,1310720,1310720,4096,512,16,A,1,8,2,4,"0,2,4,6",true,0,0.047698900000000002,1073741824,22510829893.351837,466390.03125,4,2
q4_gemv_batch,avx2,avx2,true,true,128,130880,130880,409,512,4,A,1,8,2,4,"0,2,4,6",true,0,0.0011954999999999999,26804224,22420931827.68716,10282.1318359375,5,1
q4_gemv_batch,avx2,avx2,true,true,128,130880,523520,409,512,4,B,1,8,2,4,"0,2,4,6",true,0,0.0014821000000000001,26804224,18085300587.004925,12945.8515625,5,2
q4_gemv_batch,avx2,avx2,true,true,128,130880,130880,409,512,8,A,1,8,2,4,"0,2,4,6",true,0,0.0040607000000000004,53608448,13201775063.41271,20564.291015625,5,1
q4_gemv_batch,avx2,avx2,true,true,128,130880,1047040,409,512,8,B,1,8,2,4,"0,2,4,6",true,0,0.0029026999999999998,53608448,18468476935.267166,19127.5078125,5,2
q4_gemv_batch,avx2,avx2,true,true,128,130880,130880,409,512,16,A,1,8,2,4,"0,2,4,6",true,0,0.0047688000000000001,107216896,22482992786.445229,41128.53125,5,1
q4_gemv_batch,avx2,avx2,true,true,128,130880,2094080,409,512,16,B,1,8,2,4,"0,2,4,6",true,0,0.0054282000000000002,107216896,19751832283.261486,42991.58984375,5,2
q4_gemv_batch,avx2,avx2,true,true,192,196480,196480,614,512,4,A,1,8,2,4,"0,2,4,6",true,0,0.0021770000000000001,40239104,18483740927.882404,23904.3125,5,1
q4_gemv_batch,avx2,avx2,true,true,192,196480,785920,614,512,4,B,1,8,2,4,"0,2,4,6",true,0,0.0018656,40239104,21568987993.138935,21678.3203125,5,2
q4_gemv_batch,avx2,avx2,true,true,192,196480,196480,614,512,8,A,1,8,2,4,"0,2,4,6",true,0,0.0035834,80478208,22458616955.963612,47808.6875,5,1
q4_gemv_batch,avx2,avx2,true,true,192,196480,1571840,614,512,8,B,1,8,2,4,"0,2,4,6",true,0,0.0036575000000000002,80478208,22003611209.842789,33850.625,5,2
q4_gemv_batch,avx2,avx2,true,true,192,196480,196480,614,512,16,A,1,8,2,4,"0,2,4,6",true,0,0.0071707000000000003,160956416,22446402164.363312,95617.5703125,5,1
q4_gemv_batch,avx2,avx2,true,true,192,196480,3143680,614,512,16,B,1,8,2,4,"0,2,4,6",true,0,0.0072874999999999997,160956416,22086643704.974274,65171.0234375,5,2
q4_gemv_batch,avx2,avx2,true,true,512,524160,524160,1638,512,4,A,1,8,2,4,"0,2,4,6",true,0,0.0047228000000000001,107347968,22729729821.292454,63500.03125,5,1
q4_gemv_batch,avx2,avx2,true,true,512,524160,2096640,1638,512,4,B,1,8,2,4,"0,2,4,6",true,0,0.0050304,107347968,21339847328.244274,41775.546875,5,2
q4_gemv_batch,avx2,avx2,true,true,512,524160,524160,1638,512,8,A,1,8,2,4,"0,2,4,6",true,0,0.0094818999999999997,214695936,22642712536.516945,126999.8671875,5,1
q4_gemv_batch,avx2,avx2,true,true,512,524160,4193280,1638,512,8,B,1,8,2,4,"0,2,4,6",true,0,0.0102741,214695936,20896811983.531406,78505.8125,5,2
q4_gemv_batch,avx2,avx2,true,true,512,524160,524160,1638,512,16,A,1,8,2,4,"0,2,4,6",true,0,0.018345,429391872,23406479803.761242,253999.46875,5,1
q4_gemv_batch,avx2,avx2,true,true,512,524160,8386560,1638,512,16,B,1,8,2,4,"0,2,4,6",true,0,0.019521899999999998,429391872,21995393481.167305,158625.671875,5,2
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,1048320,3276,512,4,A,1,8,2,4,"0,2,4,6",true,0,0.0094424999999999995,214695936,22737192057.188248,81386.6640625,5,1
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,4193280,3276,512,4,B,1,8,2,4,"0,2,4,6",true,0,0.0100334,214695936,21398123866.286602,76416.9609375,5,2
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,1048320,3276,512,8,A,1,8,2,4,"0,2,4,6",true,0,0.019553899999999999,429391872,21959397971.760109,162773.484375,5,1
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,8386560,3276,512,8,B,1,8,2,4,"0,2,4,6",true,0,0.018993300000000001,429391872,22607544344.584667,171163.390625,5,2
